,householdID,est_inc_USD,est_netw_USD,hhold_field,hhold_oldest,hhold_pax,hhold_youngest,homeState,hhold_car,stream_subs,primary
13497,13498,118737.0,521128.0,Other,44,8,9,Maine,SUV,4,entertain
13498,13499,72996.0,519945.0,Education,40,6,17,Vermont,Compact/Hybrid,4,entertain
13499,13500,101717.0,416468.0,Finance,49,5,17,Quebec,SUV,5,consume
13500,13501,85460.0,495724.0,Services,41,7,22,Maine,Pickup,4,entertain
13501,13502,81995.0,538021.0,Govt,42,5,10,Maine,Pickup,5,entertain
13502,13503,120657.0,505569.0,Finance,50,5,11,New York,SUV,3,entertain
13503,13504,104108.0,394373.0,Finance,43,4,12,Maine,Sedan,8,consume
13504,13505,74858.0,431483.0,Services,58,5,16,New Hampshire,LuxurySedan,6,entertain
13505,13506,101090.0,516749.0,Education,43,3,13,Maine,Compact/Hybrid,1,entertain
13506,13507,114893.0,371345.0,Finance,50,5,18,US_Other,Sedan,3,consume
13507,13508,65413.0,434743.0,Govt,50,5,14,Maine,SUV,6,entertain
13508,13509,132236.0,472432.0,Finance,46,5,8,Maine,Sedan,5,entertain
13509,13510,44938.0,367281.0,Services,41,5,13,Maine,SUV,5,consume
13510,13511,125600.0,562183.0,Services,48,4,4,Maine,LuxurySedan,5,entertain
13511,13512,143559.0,530315.0,Finance,48,6,6,Vermont,Sedan,6,entertain
13512,13513,141710.0,490352.0,Finance,42,6,11,Maine,SUV,4,entertain
13513,13514,79481.0,403098.0,Education,46,3,14,Maine,SUV,3,entertain
13514,13515,117065.0,402086.0,Services,40,5,5,US_Other,Sedan,3,entertain
13515,13516,93885.0,546122.0,Education,37,2,14,Maine,SUV,2,entertain
13516,13517,92310.0,528772.0,Education,44,2,14,Maine,SUV,2,entertain
13517,13518,134051.0,626863.0,Finance,47,5,11,Maine,LuxurySedan,6,entertain
13518,13519,63647.0,437217.0,Services,46,5,19,Maine,SUV,3,entertain
13519,13520,63455.0,358027.0,Tech,48,5,12,New York,LuxurySedan,6,entertain
13520,13521,141281.0,559086.0,Finance,46,4,16,Rhode Island,LuxurySedan,3,consume
13521,13522,57067.0,393597.0,Services,46,3,15,Maine,Pickup,4,entertain
13522,13523,105459.0,500438.0,Tech,40,4,7,New York,Sedan,4,entertain
13523,13524,70974.0,335596.0,Services,38,7,10,Rhode Island,SUV,0,entertain
13524,13525,85192.0,496409.0,Govt,41,4,14,Maine,Pickup,7,consume
13525,13526,136949.0,426947.0,Finance,40,5,19,Quebec,Pickup,5,entertain
13526,13527,108628.0,447887.0,Tech,36,8,16,Maine,Sedan,1,consume
13527,13528,81709.0,476658.0,Education,48,7,12,US_Other,SUV,2,entertain
13528,13529,114875.0,451040.0,Tech,34,4,16,Connecticut,SUV,5,consume
13529,13530,79416.0,422313.0,Govt,41,4,13,Ontario,SUV,7,consume
13530,13531,130293.0,519234.0,Tech,40,7,11,New Hampshire,LuxurySedan,2,consume
13531,13532,62624.0,419966.0,Tech,35,7,10,Massachusetts,SUV,3,entertain
13532,13533,36742.0,334372.0,Govt,47,5,13,Maine,SUV,1,entertain
13533,13534,125715.0,489574.0,Tech,57,4,10,Maine,SUV,6,consume
13534,13535,75193.0,393614.0,Education,43,6,14,New Hampshire,Compact/Hybrid,5,entertain
13535,13536,104294.0,538137.0,Other,41,7,11,Vermont,Sedan,6,entertain
13536,13537,66937.0,419105.0,Services,41,4,15,Maine,SUV,6,entertain
13537,13538,103647.0,355383.0,Education,37,5,17,Quebec,Sedan,4,entertain
13538,13539,135929.0,440597.0,Tech,40,8,12,New York,SUV,5,consume
13539,13540,118087.0,462014.0,Tech,50,6,13,Massachusetts,SUV,4,consume
13540,13541,119326.0,498514.0,Services,46,5,11,Vermont,SUV,3,entertain
13541,13542,80169.0,370041.0,Education,43,7,13,Vermont,LuxurySedan,2,entertain
13542,13543,80993.0,527284.0,Govt,46,5,9,Maine,LuxurySedan,4,entertain
13543,13544,90489.0,397896.0,Other,43,6,15,Connecticut,SUV,2,consume
13544,13545,58243.0,441865.0,Govt,48,6,8,Maine,SUV,1,consume
13545,13546,56585.0,379564.0,Govt,38,2,14,Rhode Island,LuxurySedan,4,entertain
13546,13547,60645.0,371289.0,Education,50,3,14,Maine,LuxurySedan,5,entertain
13547,13548,108154.0,480676.0,Finance,51,4,13,Vermont,LuxurySedan,2,consume
13548,13549,97934.0,493631.0,Education,41,6,15,Ontario,SUV,5,consume
13549,13550,22861.0,327429.0,Services,36,5,14,Maine,SUV,7,entertain
13550,13551,91854.0,472439.0,Govt,45,3,12,Maine,LuxurySedan,5,entertain
13551,13552,63886.0,502511.0,Govt,44,3,12,New Hampshire,Pickup,5,entertain
13552,13553,76351.0,548725.0,Education,47,3,16,Quebec,Pickup,3,entertain
13553,13554,94320.0,505365.0,Education,47,6,16,Maine,Pickup,4,consume
13554,13555,68413.0,414957.0,Govt,48,3,15,Maine,Compact/Hybrid,6,consume
13555,13556,110884.0,521734.0,Finance,47,8,12,New Hampshire,SUV,4,consume
13556,13557,84870.0,518778.0,Govt,51,4,5,Vermont,Pickup,5,consume
13557,13558,101947.0,373875.0,Finance,46,6,17,Ontario,LuxurySedan,4,consume
13558,13559,76941.0,405157.0,Finance,39,7,10,Rhode Island,Compact/Hybrid,3,entertain
13559,13560,105846.0,474599.0,Finance,45,3,22,Vermont,SUV,2,consume
13560,13561,66929.0,328754.0,Govt,43,4,13,Quebec,SUV,3,entertain
13561,13562,77967.0,458405.0,Govt,49,5,21,New York,SUV,3,entertain
13562,13563,64650.0,360473.0,Govt,42,5,14,New York,SUV,5,entertain
13563,13564,123412.0,500280.0,Finance,41,4,10,New Hampshire,SUV,7,entertain
13564,13565,106772.0,553155.0,Services,46,6,18,Maine,SUV,4,entertain
13565,13566,41200.0,423745.0,Govt,48,7,13,Connecticut,Pickup,6,entertain
13566,13567,78961.0,551220.0,Govt,43,5,11,New Hampshire,Pickup,6,entertain
13567,13568,134621.0,485692.0,Finance,58,6,12,Ontario,SUV,4,consume
13568,13569,83549.0,530346.0,Services,40,6,12,Maine,Sedan,1,entertain
13569,13570,145235.0,511370.0,Tech,46,5,10,New Hampshire,Pickup,4,entertain
13570,13571,80713.0,373814.0,Education,41,6,16,New Hampshire,SUV,3,consume
13571,13572,78178.0,426057.0,Services,45,3,16,New Hampshire,Sedan,4,entertain
13572,13573,59475.0,425702.0,Govt,47,7,9,Massachusetts,LuxurySedan,3,consume
13573,13574,87260.0,430531.0,Tech,46,3,14,Maine,SUV,0,consume
13574,13575,64851.0,383930.0,Education,52,9,19,Quebec,Sedan,2,consume
13575,13576,76250.0,399364.0,Govt,44,7,14,Maine,Compact/Hybrid,1,consume
13576,13577,76405.0,424839.0,Govt,46,3,12,Maine,Sedan,1,entertain
13577,13578,126349.0,476145.0,Tech,44,6,16,Maine,Pickup,4,entertain
13578,13579,85231.0,440165.0,Govt,48,3,18,Maine,SUV,4,consume
13579,13580,149526.0,538599.0,Tech,37,5,17,Maine,Compact/Hybrid,4,consume
13580,13581,97267.0,445058.0,Finance,48,5,16,Vermont,Sedan,3,entertain
13581,13582,144535.0,557229.0,Finance,41,4,17,US_Other,SUV,7,consume
13582,13583,133451.0,487480.0,Tech,49,7,4,Maine,LuxurySedan,5,entertain
13583,13584,68124.0,381154.0,Finance,49,5,5,Maine,Sedan,5,entertain
13584,13585,82118.0,467664.0,Services,45,4,14,Maine,Sedan,7,entertain
13585,13586,99037.0,491454.0,Education,48,5,12,Vermont,SUV,5,entertain
13586,13587,118649.0,522312.0,Finance,44,4,13,New Hampshire,Pickup,5,consume
13587,13588,49334.0,320369.0,Education,47,3,18,New Hampshire,,1,entertain
13588,13589,110443.0,437610.0,Finance,47,1,47,Vermont,SUV,6,entertain
13589,13590,119315.0,464573.0,Finance,53,3,11,Maine,Compact/Hybrid,4,consume
13590,13591,59464.0,379029.0,Govt,51,8,11,Rhode Island,LuxurySedan,3,entertain
13591,13592,57009.0,455456.0,Services,49,4,15,Rhode Island,SUV,5,consume
13592,13593,119926.0,377641.0,Finance,46,4,5,Vermont,SUV,10,consume
13593,13594,96862.0,522235.0,Govt,36,3,16,Rhode Island,Pickup,1,consume
13594,13595,43371.0,351375.0,Finance,28,6,11,Vermont,SUV,5,entertain
13595,13596,99131.0,517371.0,Services,50,4,14,New Hampshire,LuxurySedan,3,entertain
13596,13597,114351.0,424253.0,Finance,39,1,39,Maine,Compact/Hybrid,5,consume
13597,13598,114969.0,479388.0,Finance,49,5,12,Maine,LuxurySedan,6,consume
13598,13599,85829.0,373377.0,Finance,35,2,6,Maine,,0,entertain
13599,13600,78102.0,371746.0,Govt,46,2,12,Maine,SUV,3,entertain
13600,13601,100917.0,445687.0,Finance,51,3,18,Connecticut,,3,consume
13601,13602,128005.0,526797.0,Tech,45,8,12,New York,SUV,1,consume
13602,13603,70631.0,500350.0,Manufacturing,54,2,15,Vermont,LuxurySedan,5,entertain
13603,13604,69562.0,469340.0,Services,48,9,16,Maine,Sedan,8,entertain
13604,13605,83261.0,493974.0,Govt,45,5,13,New Hampshire,SUV,3,entertain
13605,13606,122265.0,478377.0,Tech,45,6,10,New Hampshire,SUV,2,entertain
13606,13607,131970.0,548138.0,Finance,33,7,14,New York,SUV,2,consume
13607,13608,58439.0,336677.0,Govt,46,3,3,Maine,SUV,5,consume
13608,13609,71513.0,296684.0,Manufacturing,42,6,13,Maine,SUV,4,consume
13609,13610,118738.0,537375.0,Tech,43,7,5,Ontario,LuxurySedan,5,entertain
13610,13611,74050.0,441320.0,Education,44,2,14,New Hampshire,Compact/Hybrid,4,consume
13611,13612,69787.0,482961.0,Education,41,4,14,Maine,LuxurySedan,4,entertain
13612,13613,52691.0,334205.0,Education,51,4,14,Maine,Sedan,4,entertain
13613,13614,133887.0,454904.0,Finance,52,2,14,Maine,Sedan,4,consume
13614,13615,69533.0,415761.0,Education,47,5,13,Vermont,Pickup,5,entertain
13615,13616,128860.0,454711.0,Tech,45,6,11,Vermont,SUV,4,entertain
13616,13617,108346.0,533759.0,Tech,42,5,8,Massachusetts,LuxurySedan,5,entertain
13617,13618,77060.0,435179.0,Govt,47,5,15,New York,Sedan,3,consume
13618,13619,125798.0,535488.0,Govt,44,3,6,Quebec,LuxurySedan,6,entertain
13619,13620,131881.0,591221.0,Education,49,6,11,New Hampshire,SUV,2,entertain
13620,13621,111828.0,400635.0,Finance,45,5,15,Maine,Sedan,3,consume
13621,13622,111558.0,465350.0,Education,46,1,46,Maine,Sedan,6,entertain
13622,13623,125111.0,505703.0,Finance,39,4,11,Ontario,SUV,7,consume
13623,13624,91669.0,522333.0,Services,39,3,14,Connecticut,SUV,3,entertain
13624,13625,78865.0,480985.0,Govt,34,6,10,Rhode Island,LuxurySedan,6,entertain
13625,13626,138288.0,514930.0,Tech,53,5,11,Maine,,5,consume
13626,13627,121241.0,484619.0,Tech,46,5,6,Can_Other,Sedan,5,entertain
13627,13628,83305.0,411207.0,Finance,45,7,8,New York,LuxurySedan,2,entertain
13628,13629,55848.0,376485.0,Services,40,2,18,New Hampshire,LuxurySedan,6,entertain
13629,13630,63760.0,399683.0,Education,41,4,13,New Hampshire,Sedan,4,entertain
13630,13631,146392.0,518141.0,Finance,42,2,7,Maine,SUV,3,entertain
13631,13632,108882.0,553952.0,Manufacturing,36,6,19,Ontario,Pickup,5,entertain
13632,13633,93695.0,477456.0,Education,46,7,15,Maine,SUV,4,consume
13633,13634,96097.0,502110.0,Education,50,6,13,Ontario,Sedan,6,consume
13634,13635,126956.0,418646.0,Tech,40,7,4,New Hampshire,LuxurySedan,5,entertain
13635,13636,86835.0,543450.0,Education,49,3,19,New Hampshire,SUV,2,entertain
13636,13637,68673.0,436006.0,Govt,36,5,15,Maine,Pickup,5,entertain
13637,13638,61905.0,418018.0,Govt,46,5,18,New Hampshire,SUV,2,entertain
13638,13639,65377.0,427666.0,Services,45,7,14,US_Other,,7,entertain
13639,13640,84643.0,468553.0,Govt,42,3,13,Maine,Sedan,2,consume
13640,13641,60887.0,477252.0,Govt,43,3,16,Vermont,Pickup,5,entertain
13641,13642,72280.0,378483.0,Govt,45,3,21,Can_Other,LuxurySedan,6,entertain
13642,13643,121955.0,549429.0,Services,54,5,7,Maine,SUV,6,entertain
13643,13644,133095.0,411457.0,Tech,48,6,20,Rhode Island,LuxurySedan,2,consume
13644,13645,67975.0,371035.0,Education,47,5,12,Maine,LuxurySedan,2,entertain
13645,13646,82214.0,527592.0,Govt,42,3,16,Maine,SUV,5,entertain
13646,13647,117817.0,502314.0,Tech,42,4,12,Can_Other,Sedan,3,entertain
13647,13648,142071.0,515132.0,Finance,43,3,10,Massachusetts,LuxurySedan,6,consume
13648,13649,51544.0,398505.0,Govt,44,4,10,New Hampshire,SUV,5,consume
13649,13650,54881.0,248845.0,Govt,41,1,41,Maine,SUV,6,consume
13650,13651,111821.0,536761.0,Tech,43,3,16,Maine,Sedan,5,entertain
13651,13652,95702.0,526583.0,Tech,39,7,11,US_Other,LuxurySedan,6,entertain
13652,13653,126241.0,444603.0,Finance,38,1,38,Ontario,LuxurySedan,4,entertain
13653,13654,35728.0,385304.0,Govt,41,5,17,Ontario,LuxurySedan,4,entertain
13654,13655,60231.0,414224.0,Govt,48,6,17,Connecticut,Compact/Hybrid,0,consume
13655,13656,99394.0,518351.0,Govt,51,4,16,Vermont,SUV,4,entertain
13656,13657,111705.0,400731.0,Tech,47,5,9,Maine,LuxurySedan,4,entertain
13657,13658,66005.0,549980.0,Services,48,1,48,Maine,Sedan,2,consume
13658,13659,106306.0,389021.0,Finance,50,6,10,Connecticut,Pickup,3,consume
13659,13660,55777.0,429030.0,Govt,58,1,58,Massachusetts,SUV,4,entertain
13660,13661,35668.0,382614.0,Education,51,4,16,Vermont,,5,entertain
13661,13662,99407.0,362391.0,Tech,53,2,10,Quebec,SUV,4,consume
13662,13663,118378.0,456036.0,Finance,33,2,15,Quebec,Pickup,7,consume
13663,13664,108149.0,475719.0,Services,47,2,19,Rhode Island,Compact/Hybrid,0,entertain
13664,13665,82488.0,439149.0,Govt,49,6,16,New Hampshire,Sedan,4,entertain
13665,13666,57480.0,468727.0,Govt,37,5,15,Maine,LuxurySedan,3,entertain
13666,13667,109505.0,488368.0,Finance,50,8,15,US_Other,Sedan,5,consume
13667,13668,98175.0,509779.0,Education,42,1,42,Vermont,SUV,6,entertain
13668,13669,91187.0,517782.0,Tech,44,6,4,US_Other,Sedan,6,entertain
13669,13670,116260.0,624465.0,Services,42,1,42,US_Other,Pickup,5,entertain
13670,13671,85699.0,377652.0,Services,38,5,14,Maine,Pickup,4,consume
13671,13672,41602.0,333961.0,Services,46,4,15,Rhode Island,,4,consume
13672,13673,107026.0,375247.0,Finance,48,5,15,Quebec,Compact/Hybrid,6,entertain
13673,13674,94270.0,483341.0,Services,58,4,17,Vermont,Compact/Hybrid,6,entertain
13674,13675,78818.0,433795.0,Govt,47,2,11,New Hampshire,,5,consume
13675,13676,56439.0,469262.0,Govt,54,1,54,Vermont,SUV,2,entertain
13676,13677,133172.0,472658.0,Finance,39,3,12,Maine,SUV,4,consume
13677,13678,109893.0,529529.0,Education,49,4,22,New York,SUV,2,entertain
13678,13679,73817.0,463819.0,Education,51,6,21,Quebec,SUV,5,entertain
13679,13680,80741.0,408543.0,Finance,53,6,11,Vermont,SUV,5,entertain
13680,13681,114534.0,265108.0,Tech,50,3,20,Maine,SUV,4,entertain
13681,13682,81525.0,390611.0,Finance,46,4,9,New Hampshire,Sedan,5,entertain
13682,13683,91082.0,468389.0,Services,42,7,4,Vermont,SUV,2,entertain
13683,13684,101095.0,378919.0,Services,53,5,10,Maine,LuxurySedan,3,entertain
13684,13685,56920.0,465031.0,Govt,44,6,16,Maine,LuxurySedan,3,entertain
13685,13686,121082.0,407693.0,Finance,44,6,13,Maine,LuxurySedan,7,consume
13686,13687,96766.0,500811.0,Services,50,4,12,Massachusetts,Pickup,4,entertain
13687,13688,105270.0,428169.0,Finance,47,4,17,Maine,Sedan,3,consume
13688,13689,117575.0,511345.0,Finance,51,6,15,Connecticut,SUV,4,consume
13689,13690,125365.0,550238.0,Tech,48,4,11,Connecticut,LuxurySedan,2,entertain
13690,13691,109882.0,464075.0,Services,46,3,1,New York,SUV,7,consume
13691,13692,69687.0,505991.0,Govt,45,7,17,Maine,Compact/Hybrid,3,consume
13692,13693,90518.0,450533.0,Education,53,6,13,Maine,LuxurySedan,5,entertain
13693,13694,119633.0,563239.0,Services,52,2,16,Maine,SUV,4,entertain
13694,13695,47469.0,416304.0,Education,49,2,14,Maine,SUV,3,entertain
13695,13696,90059.0,500727.0,Govt,44,1,44,Maine,SUV,2,entertain
13696,13697,91800.0,419765.0,Other,53,2,17,Maine,SUV,5,entertain
13697,13698,85505.0,481876.0,Services,52,5,12,New Hampshire,SUV,7,entertain
13698,13699,128741.0,604246.0,Govt,52,5,15,Maine,Pickup,4,entertain
13699,13700,99124.0,414836.0,Finance,37,6,9,Maine,SUV,5,consume
13700,13701,115347.0,610255.0,Education,42,4,16,Rhode Island,Sedan,2,consume
13701,13702,85401.0,516843.0,Education,47,1,47,Maine,Sedan,4,entertain
13702,13703,68360.0,499017.0,Govt,51,8,8,Maine,SUV,5,entertain
13703,13704,101716.0,505167.0,Govt,41,5,16,Ontario,Sedan,3,entertain
13704,13705,58997.0,435842.0,Services,45,5,6,Maine,Sedan,3,entertain
13705,13706,58119.0,321734.0,Govt,42,4,13,Maine,SUV,8,entertain
13706,13707,108029.0,564398.0,Govt,45,3,12,New Hampshire,LuxurySedan,1,consume
13707,13708,46021.0,378289.0,Govt,46,5,19,Maine,SUV,3,consume
13708,13709,69952.0,369291.0,Govt,43,3,18,New Hampshire,SUV,3,entertain
13709,13710,102065.0,489953.0,Education,46,3,18,Maine,SUV,8,entertain
13710,13711,137907.0,668764.0,Services,47,1,47,Massachusetts,SUV,6,entertain
13711,13712,99189.0,443002.0,Finance,40,5,12,Maine,SUV,5,consume
13712,13713,95423.0,586513.0,Govt,48,5,11,Maine,SUV,2,consume
13713,13714,96715.0,472686.0,Tech,49,1,49,US_Other,Compact/Hybrid,3,consume
13714,13715,93017.0,558763.0,Finance,44,7,11,Maine,Sedan,4,entertain
13715,13716,109807.0,431794.0,Tech,44,3,16,US_Other,,4,entertain
13716,13717,96079.0,443920.0,Finance,36,3,6,Maine,Sedan,6,entertain
13717,13718,105769.0,581550.0,Education,36,4,15,New Hampshire,SUV,2,entertain
13718,13719,126602.0,519617.0,Tech,39,3,15,Maine,Sedan,7,entertain
13719,13720,126033.0,513504.0,Finance,47,7,8,Rhode Island,SUV,6,consume
13720,13721,71811.0,439581.0,Other,64,4,19,Vermont,SUV,5,consume
13721,13722,96065.0,394054.0,Tech,42,3,16,Maine,LuxurySedan,4,consume
13722,13723,110522.0,505550.0,Education,49,1,49,Connecticut,LuxurySedan,3,consume
13723,13724,85121.0,462416.0,Services,46,8,12,New York,Sedan,3,consume
13724,13725,137399.0,531501.0,Services,40,3,10,Maine,SUV,4,entertain
13725,13726,87601.0,514405.0,Education,49,2,18,Quebec,,5,entertain
13726,13727,49981.0,353203.0,Education,51,3,16,Maine,SUV,5,entertain
13727,13728,34130.0,372234.0,Govt,44,5,14,Maine,SUV,4,consume
13728,13729,135484.0,443885.0,Finance,44,3,14,Can_Other,Compact/Hybrid,5,entertain
13729,13730,60946.0,444151.0,Govt,44,4,12,New Hampshire,SUV,6,consume
13730,13731,76086.0,426285.0,Manufacturing,39,4,12,Maine,LuxurySedan,0,entertain
13731,13732,78414.0,514199.0,Govt,38,3,7,Massachusetts,SUV,3,consume
13732,13733,146892.0,589470.0,Finance,45,4,10,Vermont,Compact/Hybrid,6,consume
13733,13734,43933.0,360543.0,Services,42,7,9,New Hampshire,SUV,5,entertain
13734,13735,78713.0,422392.0,Govt,38,3,12,Vermont,Sedan,2,consume
13735,13736,76660.0,482629.0,Govt,46,4,11,Maine,LuxurySedan,4,entertain
13736,13737,120465.0,430642.0,Finance,46,1,46,Maine,Sedan,5,consume
13737,13738,72127.0,471976.0,Tech,46,4,9,Maine,LuxurySedan,3,entertain
13738,13739,99325.0,479576.0,Services,53,3,13,Can_Other,SUV,6,entertain
13739,13740,79943.0,365246.0,Govt,42,5,14,Maine,SUV,4,entertain
13740,13741,75393.0,485547.0,Govt,47,3,11,Massachusetts,SUV,5,consume
13741,13742,131421.0,502782.0,Finance,41,5,13,Maine,SUV,3,entertain
13742,13743,91669.0,460219.0,Other,40,7,11,Can_Other,LuxurySedan,5,entertain
13743,13744,141909.0,537573.0,Finance,50,1,50,Maine,LuxurySedan,1,consume
13744,13745,118055.0,481542.0,Tech,42,5,18,Massachusetts,SUV,5,consume
13745,13746,103735.0,527145.0,Tech,47,4,12,Maine,LuxurySedan,4,entertain
13746,13747,63212.0,408265.0,Education,46,4,18,Vermont,SUV,5,entertain
13747,13748,131101.0,506300.0,Finance,45,6,11,Connecticut,LuxurySedan,4,entertain
13748,13749,95164.0,556628.0,Other,44,3,8,New Hampshire,LuxurySedan,5,entertain
13749,13750,65622.0,389864.0,Govt,49,5,8,Maine,Compact/Hybrid,2,consume
13750,13751,104246.0,465293.0,Govt,38,1,38,Vermont,LuxurySedan,2,consume
13751,13752,57985.0,275372.0,Services,44,4,14,Quebec,Sedan,4,entertain
13752,13753,109305.0,480671.0,Education,48,2,14,Maine,,3,entertain
13753,13754,69509.0,393703.0,Education,47,3,15,Vermont,Compact/Hybrid,6,consume
13754,13755,138658.0,480112.0,Finance,47,5,12,Vermont,SUV,3,consume
13755,13756,81455.0,417455.0,Services,45,5,13,New York,SUV,3,entertain
13756,13757,71118.0,523912.0,Govt,45,7,7,New York,LuxurySedan,0,consume
13757,13758,51885.0,320612.0,Govt,49,5,12,Vermont,LuxurySedan,6,consume
13758,13759,80647.0,377903.0,Other,52,6,18,Maine,SUV,4,consume
13759,13760,87569.0,462698.0,Govt,46,3,17,Maine,SUV,3,entertain
13760,13761,64723.0,549989.0,Services,48,2,18,New Hampshire,Sedan,4,consume
13761,13762,143133.0,552721.0,Finance,48,2,19,Connecticut,SUV,6,consume
13762,13763,140112.0,487370.0,Tech,47,7,16,Maine,Pickup,1,entertain
13763,13764,90006.0,602686.0,Govt,44,5,9,US_Other,LuxurySedan,3,consume
13764,13765,82505.0,486369.0,Govt,46,6,18,Maine,SUV,2,entertain
13765,13766,97100.0,460409.0,Govt,42,6,6,Maine,,2,entertain
13766,13767,111705.0,622858.0,Education,49,1,49,Maine,Pickup,4,consume
13767,13768,59040.0,367120.0,Govt,47,4,7,Can_Other,,4,consume
13768,13769,102238.0,467983.0,Education,49,7,13,Ontario,Sedan,4,consume
13769,13770,83309.0,488024.0,Govt,52,6,13,New Hampshire,LuxurySedan,3,consume
13770,13771,72167.0,515913.0,Education,51,6,12,Maine,SUV,0,entertain
13771,13772,102850.0,434204.0,Tech,49,2,15,Maine,SUV,6,consume
13772,13773,107533.0,519129.0,Tech,41,4,11,Vermont,Sedan,0,entertain
13773,13774,129110.0,433001.0,Tech,56,4,14,Rhode Island,SUV,2,consume
13774,13775,58196.0,330343.0,Education,58,4,12,New Hampshire,SUV,5,entertain
13775,13776,58617.0,343228.0,Services,50,5,16,Quebec,SUV,3,entertain
13776,13777,103941.0,465830.0,Manufacturing,54,1,54,New York,Compact/Hybrid,4,consume
13777,13778,77931.0,524243.0,Govt,44,7,12,Massachusetts,Sedan,3,consume
13778,13779,127087.0,513672.0,Finance,51,6,13,Maine,,5,consume
13779,13780,99716.0,330238.0,Finance,41,4,19,Maine,SUV,6,consume
13780,13781,86956.0,560731.0,Govt,50,4,14,Maine,Sedan,6,consume
13781,13782,108913.0,446350.0,Education,40,2,17,New Hampshire,Compact/Hybrid,5,consume
13782,13783,74637.0,395351.0,Education,45,2,14,Ontario,SUV,6,entertain
13783,13784,109015.0,386909.0,Finance,55,5,18,Maine,Pickup,4,entertain
13784,13785,62867.0,395712.0,Govt,44,8,14,New York,SUV,4,consume
13785,13786,151336.0,560637.0,Tech,51,7,17,Vermont,,2,consume
13786,13787,108775.0,512975.0,Tech,44,4,10,Maine,Pickup,3,consume
13787,13788,64256.0,408164.0,Govt,47,6,13,Vermont,Compact/Hybrid,4,entertain
13788,13789,110533.0,542837.0,Services,44,7,13,New Hampshire,Sedan,2,entertain
13789,13790,83547.0,546359.0,Services,50,3,13,Rhode Island,LuxurySedan,5,entertain
13790,13791,64230.0,523694.0,Services,45,4,13,Quebec,Sedan,6,consume
13791,13792,55561.0,437896.0,Services,51,4,18,Maine,SUV,3,entertain
13792,13793,63781.0,484710.0,Govt,47,8,8,Maine,,5,entertain
13793,13794,131816.0,512875.0,Finance,32,6,16,Maine,SUV,3,consume
13794,13795,101557.0,538525.0,Govt,39,2,8,New Hampshire,Sedan,3,consume
13795,13796,74814.0,483189.0,Services,42,8,15,Maine,Pickup,0,entertain
13796,13797,113317.0,466458.0,Finance,47,4,9,Vermont,SUV,4,entertain
13797,13798,74680.0,377746.0,Tech,37,4,11,Maine,SUV,5,entertain
13798,13799,114296.0,428000.0,Tech,40,3,14,Maine,LuxurySedan,7,consume
13799,13800,57757.0,352502.0,Services,43,5,15,Quebec,LuxurySedan,2,entertain
13800,13801,105218.0,453144.0,Services,31,3,16,Maine,SUV,6,entertain
13801,13802,16197.0,404479.0,Govt,52,4,16,Maine,SUV,1,consume
13802,13803,117165.0,514787.0,Tech,41,5,7,Ontario,Sedan,5,entertain
13803,13804,94538.0,404894.0,Tech,44,6,14,Vermont,Sedan,2,consume
13804,13805,89858.0,377956.0,Education,41,3,17,Connecticut,Pickup,7,entertain
13805,13806,108530.0,414360.0,Finance,46,5,11,US_Other,LuxurySedan,5,consume
13806,13807,48198.0,442945.0,Education,44,3,16,Ontario,LuxurySedan,2,entertain
13807,13808,94827.0,495020.0,Services,53,3,15,Quebec,SUV,2,entertain
13808,13809,78341.0,444749.0,Govt,58,5,8,Maine,LuxurySedan,4,consume
13809,13810,48400.0,422211.0,Education,49,5,13,Massachusetts,Sedan,4,entertain
13810,13811,111643.0,498856.0,Finance,43,3,6,Maine,SUV,4,entertain
13811,13812,96629.0,499458.0,Services,55,6,11,Can_Other,LuxurySedan,5,entertain
13812,13813,65818.0,446668.0,Govt,48,3,9,Ontario,SUV,6,consume
13813,13814,80854.0,363045.0,Govt,40,6,11,Maine,Sedan,2,entertain
13814,13815,79017.0,510055.0,Services,44,4,15,New Hampshire,SUV,2,consume
13815,13816,104511.0,433231.0,Finance,49,3,10,Massachusetts,SUV,3,entertain
13816,13817,150918.0,453512.0,Finance,44,5,14,New Hampshire,SUV,2,entertain
13817,13818,66935.0,441706.0,Govt,35,5,10,New York,Sedan,6,consume
13818,13819,70717.0,461647.0,Finance,40,5,12,Maine,LuxurySedan,5,entertain
13819,13820,84113.0,525422.0,Services,44,2,15,US_Other,Sedan,4,entertain
13820,13821,83633.0,382127.0,Education,36,6,18,Maine,SUV,2,consume
13821,13822,39610.0,363998.0,Services,46,4,13,New Hampshire,SUV,5,entertain
13822,13823,99276.0,399573.0,Finance,41,7,1,Maine,SUV,3,consume
13823,13824,78456.0,477709.0,Education,44,2,19,Rhode Island,,4,entertain
13824,13825,90985.0,396900.0,Finance,53,5,19,Ontario,SUV,4,entertain
13825,13826,81810.0,372926.0,Govt,53,5,17,Vermont,LuxurySedan,5,consume
13826,13827,85936.0,362907.0,Services,44,5,10,Maine,LuxurySedan,6,entertain
13827,13828,151405.0,607421.0,Manufacturing,42,7,15,Rhode Island,Compact/Hybrid,3,consume
13828,13829,115414.0,536927.0,Govt,43,5,18,New Hampshire,SUV,5,entertain
13829,13830,109818.0,431855.0,Finance,45,6,11,Quebec,Sedan,9,entertain
13830,13831,94194.0,369477.0,Finance,52,5,16,Maine,Pickup,8,entertain
